scope,category,enum_type,member_name,display_name,is_vip,effect_id,resource_id,default_duration_ms
动态视觉效果,视频场景特效,VideoSceneEffectType,复古DV_III,复古DV III,False,1194896,6986958810619318792,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古DV_IV,复古DV IV,False,1217306,6994703188611830303,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古发光,复古发光,False,1212776,6993267867214942733,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古多格,复古多格,False,926324,6875631945510818318,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古弹窗_I,复古弹窗 I,False,635103,6709708058852856327,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古弹窗_II,复古弹窗 II,False,635143,6764667280681865731,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古漫画,复古漫画,False,784724,6847440397027774984,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古甜心,复古甜心,False,1039434,6926817888632312333,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古碎钻,复古碎钻,False,1094804,6948700335481295374,
动态视觉效果,视频场景特效,VideoSceneEffectType,复古蓝调,复古蓝调,False,1648234,7078935944459457061,
动态视觉效果,视频场景特效,VideoSceneEffectType,夏日冰块,夏日冰块,False,14244311,7237437172733710909,
动态视觉效果,视频场景特效,VideoSceneEffectType,夏日泡泡_I,夏日泡泡 I,False,2488948,7104624152044114462,
动态视觉效果,视频场景特效,VideoSceneEffectType,夕阳,夕阳,False,719376,6820595030743323149,
动态视觉效果,视频场景特效,VideoSceneEffectType,夕阳_II,夕阳 II,False,720788,6823659895221391886,
动态视觉效果,视频场景特效,VideoSceneEffectType,夕阳_III,夕阳 III,False,762382,6836996542310650381,
动态视觉效果,视频场景特效,VideoSceneEffectType,夜蝶,夜蝶,False,634175,6748376019524129292,
动态视觉效果,视频场景特效,VideoSceneEffectType,夜视框,夜视框,False,635131,6733023209978860035,
动态视觉效果,视频场景特效,VideoSceneEffectType,大雪,大雪,False,635063,6767148963503018503,
动态视觉效果,视频场景特效,VideoSceneEffectType,大雪纷飞,大雪纷飞,False,961896,6894517304487318024,
动态视觉效果,视频场景特效,VideoSceneEffectType,天使光,天使光,False,634143,6721949326022545928,
动态视觉效果,视频场景特效,VideoSceneEffectType,天使降临,天使降临,False,1402689,7020715912596558366,
动态视觉效果,视频场景特效,VideoSceneEffectType,失焦,失焦,False,1188938,6984625607376114190,
动态视觉效果,视频场景特效,VideoSceneEffectType,夸夸弹幕,夸夸弹幕,False,1115952,6956147849356644894,
动态视觉效果,视频场景特效,VideoSceneEffectType,夺冠,夺冠,False,1194360,6986857922076611080,
动态视觉效果,视频场景特效,VideoSceneEffectType,孔明灯,孔明灯,False,635037,6734215575196668428,
动态视觉效果,视频场景特效,VideoSceneEffectType,孔明灯_II,孔明灯 II,False,1363340,7008056576514724365,
动态视觉效果,视频场景特效,VideoSceneEffectType,字幕投影,字幕投影,False,747802,6828021842695950856,
动态视觉效果,视频场景特效,VideoSceneEffectType,字幕投影_II,字幕投影 II,False,747910,6829181074954785294,
动态视觉效果,视频场景特效,VideoSceneEffectType,字幕投影_III,字幕投影 III,False,784366,6847378675894063623,
动态视觉效果,视频场景特效,VideoSceneEffectType,字幕投影_IV,字幕投影 IV,False,875967,6858139153020752397,
动态视觉效果,视频场景特效,VideoSceneEffectType,定格闪烁,定格闪烁,False,1227402,6998099471565328926,
动态视觉效果,视频场景特效,VideoSceneEffectType,小剧场,小剧场,False,1113428,6955083477708444174,
动态视觉效果,视频场景特效,VideoSceneEffectType,小动物,小动物,False,1138384,6965381784674505246,
动态视觉效果,视频场景特效,VideoSceneEffectType,小花花,小花花,False,1039448,6926823177670627848,
动态视觉效果,视频场景特效,VideoSceneEffectType,少女心,少女心,False,1209684,6992842225541452325,
动态视觉效果,视频场景特效,VideoSceneEffectType,少女心事,少女心事,False,1031294,6924872492381114894,
动态视觉效果,视频场景特效,VideoSceneEffectType,少女星闪,少女星闪,False,703255,6805098811694780942,
动态视觉效果,视频场景特效,VideoSceneEffectType,左右摇晃,左右摇晃,False,6209717,7166435460321907207,
动态视觉效果,视频场景特效,VideoSceneEffectType,布拉格,布拉格,False,909545,6869626257709994510,
动态视觉效果,视频场景特效,VideoSceneEffectType,幻彩文字,幻彩文字,False,634737,6760975890806477319,
动态视觉效果,视频场景特效,VideoSceneEffectType,幻影,幻影,False,634751,6723059630676644364,
动态视觉效果,视频场景特效,VideoSceneEffectType,幻影_II,幻影 II,False,971332,6898958754792870413,
动态视觉效果,视频场景特效,VideoSceneEffectType,幻术摇摆,幻术摇摆,False,1038152,6926400232615842318,
动态视觉效果,视频场景特效,VideoSceneEffectType,幻觉,幻觉,False,634723,6709706311455478285,
动态视觉效果,视频场景特效,VideoSceneEffectType,广角,广角,False,1700284,7086792017837036046,
动态视觉效果,视频场景特效,VideoSceneEffectType,庆祝彩带,庆祝彩带,False,1189232,6984685757508096520,
动态视觉效果,视频场景特效,VideoSceneEffectType,开幕,开幕,False,631211,6706773534074491403,
动态视觉效果,视频场景特效,VideoSceneEffectType,开幕_II,开幕  II,False,631213,6708899027976458760,
动态视觉效果,视频场景特效,VideoSceneEffectType,强锐化,强锐化,False,634783,6711567084741988876,
动态视觉效果,视频场景特效,VideoSceneEffectType,录像带,录像带,False,634887,6706773534074475012,
动态视觉效果,视频场景特效,VideoSceneEffectType,录像带_II,录像带 II,False,634811,6771299859803673101,
动态视觉效果,视频场景特效,VideoSceneEffectType,录像带_III,录像带 III,False,703251,6804357689859117581,
动态视觉效果,视频场景特效,VideoSceneEffectType,录制框,录制框,False,634801,6709725898762883595,
动态视觉效果,视频场景特效,VideoSceneEffectType,录制边框,录制边框,False,635121,6720541178044879367,
动态视觉效果,视频场景特效,VideoSceneEffectType,录制边框_II,录制边框 II,False,635119,6720541079080276484,
动态视觉效果,视频场景特效,VideoSceneEffectType,录制边框_III,录制边框 III,False,961624,6894451240382501389,
动态视觉效果,视频场景特效,VideoSceneEffectType,录制边框_IIII,录制边框 IIII,False,634063,6723065859260027403,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩信,彩信,False,1418386,7023692066152518152,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩噪画质,彩噪画质,False,4253680,7135711291473138184,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩带,彩带,False,1381644,7012933493663470088,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩色描边,彩色描边,False,1143666,6966904744564494878,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩色漫画,彩色漫画,False,634947,6795430958737658382,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩色负片,彩色负片,False,1005840,6914995893653475847,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹光,彩虹光,False,634161,6719758141573042692,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹光_II,彩虹光 II,False,634159,6738279134692119047,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹光晕,彩虹光晕,False,634213,6768721870360416782,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹射线,彩虹射线,False,703249,6808837459728667144,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹幻影,彩虹幻影,False,634281,6756845151630397960,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹气泡,彩虹气泡,False,634127,6717434470128947725,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩虹爱心,彩虹爱心,False,1031292,6924873147053249031,
动态视觉效果,视频场景特效,VideoSceneEffectType,彩钻,彩钻,False,1192480,6986188114490298888,
动态视觉效果,视频场景特效,VideoSceneEffectType,心河,心河,False,634273,6740821434307711496,
动态视觉效果,视频场景特效,VideoSceneEffectType,心跳,心跳,False,634753,6723068356821258764,
动态视觉效果,视频场景特效,VideoSceneEffectType,心跳黑框,心跳黑框,False,634049,6732383404991451656,
动态视觉效果,视频场景特效,VideoSceneEffectType,必杀技,必杀技,False,634979,6797658471840879111,
动态视觉效果,视频场景特效,VideoSceneEffectType,必杀技_II,必杀技 II,False,634977,6797346848391565831,
动态视觉效果,视频场景特效,VideoSceneEffectType,怀旧边框,怀旧边框,False,3222474,7113820806446060040,
动态视觉效果,视频场景特效,VideoSceneEffectType,怀旧边框_II,怀旧边框 II,False,1475190,7039331384183230989,
动态视觉效果,视频场景特效,VideoSceneEffectType,怦然心动,怦然心动,False,1031293,6924872657083044359,
动态视觉效果,视频场景特效,VideoSceneEffectType,恐怖故事,恐怖故事,False,952539,6888563496133333511,
动态视觉效果,视频场景特效,VideoSceneEffectType,恐怖故事_II,恐怖故事 II,False,952540,6888562369627165191,
动态视觉效果,视频场景特效,VideoSceneEffectType,恐怖故事_III,恐怖故事 III,False,952742,6888594040959275527,
动态视觉效果,视频场景特效,VideoSceneEffectType,恐怖综艺,恐怖综艺,False,1416842,7023349285592764941,
动态视觉效果,视频场景特效,VideoSceneEffectType,恭喜发财,恭喜发财,False,1020210,6920164595214586381,
动态视觉效果,视频场景特效,VideoSceneEffectType,恶灵冲屏,恶灵冲屏,False,1413882,7022838857221542414,
动态视觉效果,视频场景特效,VideoSceneEffectType,愛,愛,False,756184,6831487239164269064,
动态视觉效果,视频场景特效,VideoSceneEffectType,我酸了,我酸了,False,1113430,6955083374054609444,
动态视觉效果,视频场景特效,VideoSceneEffectType,手帐边框,手帐边框,False,635113,6761336384117543438,
动态视觉效果,视频场景特效,VideoSceneEffectType,手电筒,手电筒,False,886132,6860757586220683790,
动态视觉效果,视频场景特效,VideoSceneEffectType,手绘拍摄器,手绘拍摄器,False,1225274,6997608849750364708,
动态视觉效果,视频场景特效,VideoSceneEffectType,手绘边框_II,手绘边框 II,False,635101,6723044276625740296,
动态视觉效果,视频场景特效,VideoSceneEffectType,扫描光条,扫描光条,False,703271,6798379345783034382,
动态视觉效果,视频场景特效,VideoSceneEffectType,抖动,抖动,False,634759,6706773500796867084,
动态视觉效果,视频场景特效,VideoSceneEffectType,折痕,折痕,False,703227,6810944968396378638,
动态视觉效果,视频场景特效,VideoSceneEffectType,折痕_II,折痕 II,False,1032270,6925250879259939336,
动态视觉效果,视频场景特效,VideoSceneEffectType,折痕_III,折痕 III,False,1032322,6925288456943833608,
动态视觉效果,视频场景特效,VideoSceneEffectType,折痕_IV,折痕 IV,False,1032321,6925288650011841031,
动态视觉效果,视频场景特效,VideoSceneEffectType,折痕_V,折痕 V,False,1032418,6925292438391099912,
动态视觉效果,视频场景特效,VideoSceneEffectType,报纸_今日热门,报纸:今日热门,False,635091,6711575336955417095,
动态视觉效果,视频场景特效,VideoSceneEffectType,摇摆,摇摆,False,634743,6709706542674874888,
动态视觉效果,视频场景特效,VideoSceneEffectType,摇摆_II,摇摆 II,False,717392,6821460674577699342,
动态视觉效果,视频场景特效,VideoSceneEffectType,撒星星,撒星星,False,768182,6839514681044898311,
动态视觉效果,视频场景特效,VideoSceneEffectType,撒星星_II,撒星星 II,False,788728,6849588023714124295,
动态视觉效果,视频场景特效,VideoSceneEffectType,撕纸涂鸦边框,撕纸涂鸦边框,False,1153996,6969851947306193416,
动态视觉效果,视频场景特效,VideoSceneEffectType,播放器,播放器,False,635141,6758630566578360845,
动态视觉效果,视频场景特效,VideoSceneEffectType,播放器_II,播放器 II,False,635139,6792819149945967111,
动态视觉效果,视频场景特效,VideoSceneEffectType,擦拭开幕,擦拭开幕,False,773560,6841459176510591496,
动态视觉效果,视频场景特效,VideoSceneEffectType,放大镜,放大镜,False,1520514,7051836120224502308,
动态视觉效果,视频场景特效,VideoSceneEffectType,放映机,放映机,False,1576250,7067049946049942030,
动态视觉效果,视频场景特效,VideoSceneEffectType,放映机卡顿,放映机卡顿,False,634775,6706773499031081483,
动态视觉效果,视频场景特效,VideoSceneEffectType,放映机抖动,放映机抖动,False,634787,6771320983065203213,
动态视觉效果,视频场景特效,VideoSceneEffectType,放映滚动,放映滚动,False,1155966,6970890075907297806,
动态视觉效果,视频场景特效,VideoSceneEffectType,故障,故障,False,634797,6707050322696606222,
动态视觉效果,视频场景特效,VideoSceneEffectType,故障_II,故障 II,False,634795,6738265357825348103,
动态视觉效果,视频场景特效,VideoSceneEffectType,故障读条,故障读条,False,999316,6912013942097187336,
动态视觉效果,视频场景特效,VideoSceneEffectType,文字闪动,文字闪动,False,949372,6886710931150082573,
动态视觉效果,视频场景特效,VideoSceneEffectType,斑斓,斑斓,False,1607458,7072258619646939679,
动态视觉效果,视频场景特效,VideoSceneEffectType,斜向模糊,斜向模糊,False,920936,6871185301071467015,
动态视觉效果,视频场景特效,VideoSceneEffectType,新年倒数,新年倒数,False,1024106,6921952071247729165,
动态视觉效果,视频场景特效,VideoSceneEffectType,新年开幕,新年开幕,False,995666,6911144014624330248,
动态视觉效果,视频场景特效,VideoSceneEffectType,新年快乐,新年快乐,False,972751,6899747094840480269,
动态视觉效果,视频场景特效,VideoSceneEffectType,新春杂志,新春杂志,False,8573753,7189543383222719034,
动态视觉效果,视频场景特效,VideoSceneEffectType,新春祝福,新春祝福,False,8578565,7189586707035984441,
动态视觉效果,视频场景特效,VideoSceneEffectType,方形取景器,方形取景器,False,635099,6706773499031097868,
动态视觉效果,视频场景特效,VideoSceneEffectType,方形开幕,方形开幕,False,634043,6729055410835165708,
动态视觉效果,视频场景特效,VideoSceneEffectType,旋转方块,旋转方块,False,1482636,7041504567648850445,
动态视觉效果,视频场景特效,VideoSceneEffectType,日式DV,日式DV,False,1146392,6965747262165094942,
动态视觉效果,视频场景特效,VideoSceneEffectType,日文字幕,日文字幕,False,881783,6858954575701873160,
动态视觉效果,视频场景特效,VideoSceneEffectType,日落灯,日落灯,False,1020046,6920147678248571406,
动态视觉效果,视频场景特效,VideoSceneEffectType,时光碎片,时光碎片,False,1157058,6971332934288544286,
动态视觉效果,视频场景特效,VideoSceneEffectType,时间停止,时间停止,False,1095262,6948722700286169631,
动态视觉效果,视频场景特效,VideoSceneEffectType,星光,星光,False,634117,6717433583289504268,
动态视觉效果,视频场景特效,VideoSceneEffectType,星光_II,星光 II,False,634113,6715209934738297358,
动态视觉效果,视频场景特效,VideoSceneEffectType,星光绽放,星光绽放,False,634195,6760243564598268420,
动态视觉效果,视频场景特效,VideoSceneEffectType,星光闪耀,星光闪耀,False,1146750,6967255188730024455,
动态视觉效果,视频场景特效,VideoSceneEffectType,星光闪闪,星光闪闪,False,920549,6871055398107877902,
动态视觉效果,视频场景特效,VideoSceneEffectType,星夜,星夜,False,1364164,7008149210159649294,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星冲屏,星星冲屏,False,634193,6769007480652435982,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星坠落,星星坠落,False,1171606,6977257384120947213,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星彩绘,星星彩绘,False,76607736,7395533077130252863,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星投影,星星投影,False,741906,6826530141586330120,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星灯,星星灯,False,977478,6903072502369489422,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星闪烁,星星闪烁,False,634215,6778285088485413384,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星闪烁_II,星星闪烁 II,False,755806,6834010357728547335,
动态视觉效果,视频场景特效,VideoSceneEffectType,星星闪烁_III,星星闪烁 III,False,920916,6871167583991632391,
动态视觉效果,视频场景特效,VideoSceneEffectType,星月童话,星月童话,False,1146749,6967255330958873124,
动态视觉效果,视频场景特效,VideoSceneEffectType,星河,星河,False,634265,6734498838410695175,
动态视觉效果,视频场景特效,VideoSceneEffectType,星河_II,星河 II,False,1372810,7010648091049071135,
动态视觉效果,视频场景特效,VideoSceneEffectType,星火,星火,False,634103,6715209198109463054,
动态视觉效果,视频场景特效,VideoSceneEffectType,星火_II,星火 II,False,986477,6907053209173365256,
动态视觉效果,视频场景特效,VideoSceneEffectType,星火炸开,星火炸开,False,703243,6808838081420988942,
动态视觉效果,视频场景特效,VideoSceneEffectType,星移,星移,False,634267,6778284619499311623,
动态视觉效果,视频场景特效,VideoSceneEffectType,星空,星空,False,635035,6734587005872640519,
动态视觉效果,视频场景特效,VideoSceneEffectType,星辰,星辰,False,634271,6761722814157296141,
动态视觉效果,视频场景特效,VideoSceneEffectType,星辰_I,星辰 I,False,1087622,6946113717100614158,
动态视觉效果,视频场景特效,VideoSceneEffectType,星辰_II,星辰 II,False,1089758,6946453051368542727,
动态视觉效果,视频场景特效,VideoSceneEffectType,星辰_III,星辰 III,False,1094800,6948700154874565156,
动态视觉效果,视频场景特效,VideoSceneEffectType,星雨,星雨,False,634187,6766488666261950989,
动态视觉效果,视频场景特效,VideoSceneEffectType,春日樱花,春日樱花,False,1041304,6927185086685123086,
动态视觉效果,视频场景特效,VideoSceneEffectType,春日边框,春日边框,False,1076064,6942800783737885198,
动态视觉效果,视频场景特效,VideoSceneEffectType,晴天光线,晴天光线,False,635071,6740540037563159047,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜,暗夜,False,949350,6886698114258833934,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜归来,暗夜归来,False,1402690,7020715691355410951,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜彩虹,暗夜彩虹,False,720808,6823658782090859022,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜彩虹_II,暗夜彩虹 II,False,741832,6824046488419570184,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜彩虹III,暗夜彩虹III,False,741860,6824047157369115150,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜精灵,暗夜精灵,False,952536,6888573576870367751,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗夜蝙蝠,暗夜蝙蝠,False,1407954,7021786820153184775,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗角,暗角,False,634057,6723086142658318860,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗黑剪影,暗黑剪影,False,949388,6886718600233619982,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗黑噪点,暗黑噪点,False,1414024,7022896066559218183,
动态视觉效果,视频场景特效,VideoSceneEffectType,暗黑蝙蝠,暗黑蝙蝠,False,634179,6749064512390828548,
动态视觉效果,视频场景特效,VideoSceneEffectType,曝光,曝光,False,1207064,6992043513365926408,
动态视觉效果,视频场景特效,VideoSceneEffectType,曝光降低,曝光降低,False,634659,6765766949382132232,
动态视觉效果,视频场景特效,VideoSceneEffectType,月亮投影,月亮投影,False,741892,6826529572536717837,
动态视觉效果,视频场景特效,VideoSceneEffectType,月亮闪闪,月亮闪闪,False,931823,6876339287038628359,
动态视觉效果,视频场景特效,VideoSceneEffectType,月光闪闪,月光闪闪,False,986344,6906802979861434887,
动态视觉效果,视频场景特效,VideoSceneEffectType,望远镜,望远镜,False,761578,6834012604759806472,
动态视觉效果,视频场景特效,VideoSceneEffectType,未来主义,未来主义,False,1185624,6982870068069667365,
动态视觉效果,视频场景特效,VideoSceneEffectType,杂志,杂志,False,703235,6810945952451400200,
动态视觉效果,视频场景特效,VideoSceneEffectType,树影,树影,False,703215,6815830852035940872,
动态视觉效果,视频场景特效,VideoSceneEffectType,树影_II,树影 II,False,719372,6820591707617235464,
动态视觉效果,视频场景特效,VideoSceneEffectType,格纹纸质,格纹纸质,False,703223,6815834305084789262,
动态视觉效果,视频场景特效,VideoSceneEffectType,格纹纸质_II,格纹纸质 II,False,703225,6815834434726531597,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦境,梦境,False,773088,6841460732639318542,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦境_II,梦境 II,False,788039,6849235870130639368,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦境_III,梦境 III,False,774964,6843319622385537544,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦境_IV,梦境 IV,False,773086,6841460608248844813,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦幻雪花,梦幻雪花,False,961480,6894208129534267912,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦蝶,梦蝶,False,1406766,6998050316528652831,
动态视觉效果,视频场景特效,VideoSceneEffectType,梦魇,梦魇,False,1419974,7024080087163081229,
动态视觉效果,视频场景特效,VideoSceneEffectType,梵高背景,梵高背景,False,1147066,6967354298275467807,
动态视觉效果,视频场景特效,VideoSceneEffectType,模糊,模糊,False,634025,6739752823140913675,
动态视觉效果,视频场景特效,VideoSceneEffectType,模糊开幕,模糊开幕,False,634071,6758752103092457991,
动态视觉效果,视频场景特效,VideoSceneEffectType,模糊星光,模糊星光,False,634255,6771299961171612174,
动态视觉效果,视频场景特效,VideoSceneEffectType,模糊星光_II,模糊星光 II,False,703247,6806254134619017741,
动态视觉效果,视频场景特效,VideoSceneEffectType,模糊闭幕,模糊闭幕,False,717394,6821460725517521416,
动态视觉效果,视频场景特效,VideoSceneEffectType,横向闭幕,横向闭幕,False,931822,6876339694825640455,
动态视觉效果,视频场景特效,VideoSceneEffectType,横纹故障,横纹故障,False,703269,6806254428358709767,
动态视觉效果,视频场景特效,VideoSceneEffectType,横纹故障_II,横纹故障 II,False,703267,6815093228216259079,
动态视觉效果,视频场景特效,VideoSceneEffectType,樱花朵朵,樱花朵朵,False,1069014,6940448547137393159,
动态视觉效果,视频场景特效,VideoSceneEffectType,橘色负片,橘色负片,False,1005839,6914995976608420365,
动态视觉效果,视频场景特效,VideoSceneEffectType,欧根纱,欧根纱,False,21803568,7273334324106105403,
动态视觉效果,视频场景特效,VideoSceneEffectType,毛刺,毛刺,False,634711,6709706457543086605,
动态视觉效果,视频场景特效,VideoSceneEffectType,毛玻璃,毛玻璃,False,1445528,7031846864198570532,
动态视觉效果,视频场景特效,VideoSceneEffectType,水墨晕染,水墨晕染,False,634101,6746486938137530884,
动态视觉效果,视频场景特效,VideoSceneEffectType,水彩晕染,水彩晕染,False,634099,6733378866686988803,
动态视觉效果,视频场景特效,VideoSceneEffectType,水波纹,水波纹,False,1068390,6940173521905521159,
动态视觉效果,视频场景特效,VideoSceneEffectType,水波纹投影,水波纹投影,False,783644,6847018706887774727,
动态视觉效果,视频场景特效,VideoSceneEffectType,水滴模糊,水滴模糊,False,998722,6911935918433636871,
动态视觉效果,视频场景特效,VideoSceneEffectType,水滴滚动,水滴滚动,False,892170,6863328348920091144,
动态视觉效果,视频场景特效,VideoSceneEffectType,油画泼墨,油画泼墨,False,77243667,7398059491545059876,
动态视觉效果,视频场景特效,VideoSceneEffectType,油画纹理,油画纹理,False,645833,6808442362314887693,
动态视觉效果,视频场景特效,VideoSceneEffectType,泡泡,泡泡,False,703241,6806254230614053383,
动态视觉效果,视频场景特效,VideoSceneEffectType,泡泡变焦,泡泡变焦,False,4118383,7133105682881974821,
动态视觉效果,视频场景特效,VideoSceneEffectType,波点彩绘,波点彩绘,False,77269362,7398099732884623908,
动态视觉效果,视频场景特效,VideoSceneEffectType,波纹扭曲,波纹扭曲,False,63865672,7368745372081984035,
动态视觉效果,视频场景特效,VideoSceneEffectType,波纹色差,波纹色差,False,634285,6709347834690277892,
动态视觉效果,视频场景特效,VideoSceneEffectType,流动烟雾,流动烟雾,False,18648774,7257495407712801317,
动态视觉效果,视频场景特效,VideoSceneEffectType,流星雨,流星雨,False,1164794,6974750495415996936,
动态视觉效果,视频场景特效,VideoSceneEffectType,浓雾,浓雾,False,635047,6751566830206194190,
动态视觉效果,视频场景特效,VideoSceneEffectType,浪漫氛围,浪漫氛围,False,634253,6790533020215415304,
动态视觉效果,视频场景特效,VideoSceneEffectType,浪漫氛围_II,浪漫氛围 II,False,705081,6814667933684339207,
动态视觉效果,视频场景特效,VideoSceneEffectType,涂鸦切割边框,涂鸦切割边框,False,1153998,6969850948969566756,
动态视觉效果,视频场景特效,VideoSceneEffectType,淡彩边框,淡彩边框,False,635117,6753512270598246925,
动态视觉效果,视频场景特效,VideoSceneEffectType,清新绿格子,清新绿格子,False,1141780,6966132680211567135,
动态视觉效果,视频场景特效,VideoSceneEffectType,渐显开幕,渐显开幕,False,634041,6722343568188379661,
动态视觉效果,视频场景特效,VideoSceneEffectType,渐渐放大,渐渐放大,False,634067,6730912024596845063,
动态视觉效果,视频场景特效,VideoSceneEffectType,渐隐闭幕,渐隐闭幕,False,634039,6723050814006366734,
动态视觉效果,视频场景特效,VideoSceneEffectType,温柔细闪,温柔细闪,False,1220300,6995497812221760030,
动态视觉效果,视频场景特效,VideoSceneEffectType,游戏界面,游戏界面,False,1187140,6983877697524994567,
动态视觉效果,视频场景特效,VideoSceneEffectType,满屏问号,满屏问号,False,1101078,6950902993294201358,
动态视觉效果,视频场景特效,VideoSceneEffectType,漏光噪点,漏光噪点,False,703229,6810944598874001934,
动态视觉效果,视频场景特效,VideoSceneEffectType,火光,火光,False,634167,6748623656181568011,
动态视觉效果,视频场景特效,VideoSceneEffectType,火光刷过,火光刷过,False,705085,6803160938603090440,
动态视觉效果,视频场景特效,VideoSceneEffectType,火光包围,火光包围,False,705033,6803162714148442632,
动态视觉效果,视频场景特效,VideoSceneEffectType,火光翻滚,火光翻滚,False,703263,6809889314860700173,
动态视觉效果,视频场景特效,VideoSceneEffectType,火光蔓延,火光蔓延,False,703265,6803162375148016135,
动态视觉效果,视频场景特效,VideoSceneEffectType,灵魂出窍,灵魂出窍,False,634709,6706773500784284172,
动态视觉效果,视频场景特效,VideoSceneEffectType,炫彩,炫彩,False,634091,6732693992225378828,
动态视觉效果,视频场景特效,VideoSceneEffectType,炫彩_II,炫彩 II,False,1145374,6933131104274616840,
动态视觉效果,视频场景特效,VideoSceneEffectType,烟花,烟花,False,635073,6782461740274684424,
动态视觉效果,视频场景特效,VideoSceneEffectType,烟花_II,烟花 II,False,1373018,7010666068997837342,
动态视觉效果,视频场景特效,VideoSceneEffectType,烟花_III,烟花 III,False,1522424,7052201781241057805,
动态视觉效果,视频场景特效,VideoSceneEffectType,烟雾,烟雾,False,634145,6733145063997575694,
动态视觉效果,视频场景特效,VideoSceneEffectType,烟雾炸开,烟雾炸开,False,703261,6804317747351130638,
动态视觉效果,视频场景特效,VideoSceneEffectType,爆炸,爆炸,False,635067,6740540228194275844,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心Kira,爱心Kira,False,965696,6896058666357625351,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心bling,爱心bling,False,634133,6709706255105004045,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心光斑,爱心光斑,False,634135,6709706178340852236,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心光斑_II,爱心光斑 II,False,634261,6791647108974776839,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心光波,爱心光波,False,634191,6746014633942848007,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心啵啵,爱心啵啵,False,1031295,6924869659476890125,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心射线,爱心射线,False,703257,6805099653730669070,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心投影,爱心投影,False,741958,6828020234876621325,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心方块,爱心方块,False,1480898,7041103714647544334,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心暗角,爱心暗角,False,1033842,6925342127807271431,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心气泡,爱心气泡,False,634235,6792405144655893005,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心泡泡,爱心泡泡,False,949386,6886709503136371207,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心爆炸,爱心爆炸,False,824444,6855563744123032071,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心缤纷,爱心缤纷,False,634259,6790534436153725448,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心缤纷_II,爱心缤纷 II,False,634257,6792092999468716558,
动态视觉效果,视频场景特效,VideoSceneEffectType,爱心跳动,爱心跳动,False,634275,6790547496394297863,
